FID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,Estimated Population,M_TOTPOP,Housing units ,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,Person aged 65 or older,M_AGE65,Person aged 17 or younger,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSU,SPL_THEME1,Socioeconomic Status - Percentile Ranking,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,Household Characteristics Percentile Ranking,EPL_MINRTY,SPL_THEME3,Racial & Ethnic Minority Status Percentile Ranking,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,Housing Type & Transportation Percentile Ranking,SPL_THEMES,Overall Percentile Ranking,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRAC,M_OTHERRAC,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRA,MP_OTHERRA,Shape_Leng,Shape_Le_1,Chemical Exposure Count,Shape__Area,Shape__Length
41,15,Hawaii,HI,15003,Honolulu,15003008301,"Census Tract 83.01, Honolulu County, Hawaii",5.743621,4968,846,1471,140,1257,175,616,442,120,60,405,128,91,54,115,73,169,62,1871,448,408,143,114,66,46,56,3018,623,7,19,5,9,225,110,7,11,0,12,12.500000,8.700000,6.900000,3.600000,32.200000,9.100000,3.500000,2.100000,2.600000,1.500000,3.400000,1.200000,37.700000,6.300000,9.200000,3.400000,9.100000,5.100000,1.100000,1.300000,60.700000,7.100000,0.500000,1.300000,0.300000,0.600000,17.900000,8.400000,0.600000,0.900000,0.000000,0.200000,0.480000,0.758300,0.668200,0.301200,0.418100,2.625800,0.546300,0.063500,0.964700,0.327800,0.872900,0.237600,2.466500,0.477400,0.190600,0.190600,0.190600,0.247100,0.812400,0.880000,0.135400,0.000000,2.074900,0.498800,7.357800,0.479800,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5849,66,1195,296,148,951,255,482,232,0,12,519,368,770,336,0,12,1.300000,24.100000,6.000000,2.800000,19.100000,5.300000,9.700000,3.700000,0.000000,0.700000,10.400000,6.700000,15.500000,5.300000,0.000000,0.700000,0.176242,0.208167,12,17122600.816406,23932.171098
42,15,Hawaii,HI,15003,Honolulu,15003008302,"Census Tract 83.02, Honolulu County, Hawaii",0.591616,5978,1063,1295,107,1233,114,866,367,107,69,304,101,578,235,245,139,906,191,1174,309,446,162,45,49,513,213,5734,1064,60,46,34,28,222,103,18,20,81,62,14.600000,5.600000,3.200000,2.000000,24.700000,7.900000,14.000000,5.800000,4.100000,2.400000,15.200000,4.200000,19.600000,3.800000,7.500000,3.000000,3.600000,4.000000,9.000000,3.400000,95.900000,5.100000,4.600000,3.500000,2.600000,2.200000,18.000000,8.200000,1.500000,1.600000,1.400000,1.000000,0.585900,0.410000,0.451800,0.889400,0.662700,2.999800,0.669800,0.294100,0.505900,0.168600,0.496500,0.854100,2.319200,0.382400,0.901200,0.901200,0.901200,0.480000,0.978600,0.889400,0.232800,0.729400,3.310200,0.921600,9.530400,0.807600,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,7597,447,1584,0,17,775,366,3393,894,0,17,687,338,879,291,0,17,7.600000,1.400000,0.000000,0.500000,13.000000,5.400000,56.800000,8.900000,0.000000,0.500000,11.500000,5.700000,14.700000,5.200000,0.000000,0.500000,0.058084,0.057094,0,1746109.121094,6614.225383
43,15,Hawaii,HI,15003,Honolulu,15003008405,"Census Tract 84.05, Honolulu County, Hawaii",0.414702,4902,731,1319,224,1255,228,328,209,128,141,227,159,188,147,288,159,340,164,1020,282,390,157,44,44,125,144,4506,853,0,16,11,18,118,77,21,22,0,12,6.700000,4.100000,4.500000,4.600000,18.100000,12.200000,5.400000,4.000000,6.000000,3.100000,6.900000,2.800000,20.800000,4.800000,8.100000,2.700000,3.500000,3.400000,2.800000,3.200000,91.900000,10.700000,0.000000,1.200000,0.800000,1.400000,9.400000,5.900000,1.700000,1.800000,0.000000,0.200000,0.240000,0.597200,0.275300,0.475300,0.821900,2.409700,0.467900,0.089400,0.597600,0.211400,0.482400,0.527100,1.907900,0.185300,0.781200,0.781200,0.781200,0.000000,0.878900,0.632900,0.254200,0.000000,1.766000,0.382400,6.864800,0.401400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,138,1037,440,443,382,186,2283,578,0,12,256,253,1121,314,24,37,2.800000,0.500000,9.000000,8.400000,7.800000,3.800000,46.600000,8.800000,0.000000,0.700000,5.200000,5.100000,22.900000,6.700000,0.500000,0.800000,0.041861,0.041861,0,1242645.582031,4894.755190
44,15,Hawaii,HI,15003,Honolulu,15003008410,"Census Tract 84.10, Honolulu County, Hawaii",0.713798,5211,705,1646,147,1497,161,105,89,119,85,203,98,229,97,91,67,402,132,1464,379,474,181,98,53,73,85,4568,756,0,24,0,17,114,72,8,14,0,17,2.000000,1.700000,4.200000,3.000000,13.600000,6.400000,6.600000,2.700000,1.800000,1.300000,7.700000,2.600000,28.100000,6.200000,9.400000,3.200000,6.500000,3.500000,1.600000,1.800000,87.700000,8.300000,0.000000,1.500000,0.000000,2.000000,7.600000,4.700000,0.500000,1.000000,0.000000,0.300000,0.044700,0.561600,0.145900,0.595300,0.273200,1.620700,0.213800,0.108200,0.851800,0.342000,0.776500,0.350600,2.429100,0.448900,0.644700,0.644700,0.644700,0.000000,0.000000,0.541200,0.128300,0.000000,0.669500,0.076000,5.364000,0.166300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2286,232,992,130,83,611,399,2680,538,35,58,208,129,904,311,0,17,4.500000,0.600000,2.500000,1.500000,11.700000,7.100000,51.400000,9.100000,0.700000,1.100000,4.000000,2.500000,17.300000,5.300000,0.000000,0.600000,0.055984,0.027281,0,409678.554688,3095.160219
45,15,Hawaii,HI,15003,Honolulu,15003008411,"Census Tract 84.11, Honolulu County, Hawaii",0.498692,3698,602,1232,157,1208,161,149,90,109,66,220,85,89,74,85,73,277,128,865,299,425,119,20,33,137,137,3400,706,331,133,0,12,243,103,54,44,0,12,4.000000,2.300000,4.900000,2.700000,18.200000,6.600000,3.600000,2.900000,2.300000,2.100000,7.500000,3.500000,23.400000,7.100000,11.600000,3.200000,1.700000,2.700000,4.100000,4.100000,91.900000,11.900000,26.900000,10.200000,0.000000,2.600000,20.100000,8.100000,4.500000,3.600000,0.000000,0.300000,0.098800,0.632700,0.280000,0.310600,0.363400,1.685500,0.232800,0.103500,0.710600,0.548700,0.251800,0.637600,2.252200,0.327800,0.781200,0.781200,0.781200,0.717600,0.000000,0.910600,0.522600,0.000000,2.150800,0.529700,6.869700,0.403800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1117,506,876,107,140,568,215,1585,524,0,12,64,45,1076,395,0,12,13.700000,2.200000,2.900000,3.700000,15.400000,5.800000,42.900000,11.200000,0.000000,0.900000,1.700000,1.300000,29.100000,9.600000,0.000000,0.900000,0.060952,0.040029,0,926725.753906,4565.549412
46,15,Hawaii,HI,15003,Honolulu,15003008413,"Census Tract 84.13, Honolulu County, Hawaii",0.184346,2810,498,646,159,622,162,227,131,40,29,101,59,503,248,122,90,620,232,600,168,480,224,0,16,180,94,2670,583,23,20,0,12,52,30,0,12,80,46,8.400000,4.600000,3.100000,2.000000,16.200000,8.500000,24.800000,10.000000,4.400000,3.200000,22.100000,7.300000,21.400000,4.600000,17.200000,6.800000,0.000000,2.600000,6.600000,3.200000,95.000000,12.100000,3.600000,3.000000,0.000000,4.900000,8.400000,4.300000,0.000000,5.100000,2.800000,1.600000,0.312900,0.402800,0.211800,0.971800,0.703100,2.602400,0.534400,0.656500,0.625900,0.893100,0.000000,0.776500,2.952000,0.741100,0.880000,0.880000,0.880000,0.454100,0.000000,0.585900,0.000000,0.821200,1.861200,0.410900,8.295600,0.624700,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,773,656,709,5,8,184,155,1694,364,0,12,540,369,247,217,0,12,24.000000,4.300000,0.200000,0.300000,6.500000,5.300000,60.300000,12.500000,0.000000,1.100000,19.200000,11.400000,8.800000,7.700000,0.000000,1.100000,0.029772,0.019725,0,190749.136719,2279.240374
47,15,Hawaii,HI,15003,Honolulu,15003008414,"Census Tract 84.14, Honolulu County, Hawaii",0.659754,2493,547,710,181,710,181,25,39,51,55,128,125,66,66,23,26,201,146,934,343,192,116,37,48,52,67,2087,678,9,17,0,12,55,50,51,81,0,12,1.000000,1.500000,5.300000,5.600000,18.000000,17.000000,4.400000,4.300000,1.000000,1.200000,8.100000,5.500000,37.500000,11.000000,8.600000,5.500000,5.200000,6.600000,2.300000,2.900000,83.700000,20.100000,1.300000,2.400000,0.000000,4.500000,7.700000,6.800000,7.200000,10.700000,0.000000,0.500000,0.021200,0.675400,0.263500,0.371800,0.152000,1.483900,0.175800,0.112900,0.962400,0.258900,0.658800,0.458800,2.451800,0.470300,0.515300,0.515300,0.515300,0.345900,0.000000,0.543500,0.660300,0.000000,1.549700,0.308800,6.000700,0.266000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1208,28,774,204,189,170,168,981,425,0,12,229,362,483,290,20,32,1.100000,31.000000,8.200000,7.600000,6.800000,6.700000,39.400000,13.400000,0.000000,1.300000,9.200000,13.900000,19.400000,10.600000,0.800000,1.300000,0.053461,0.051851,0,1799148.054688,5898.864210
48,15,Hawaii,HI,15003,Honolulu,15003008415,"Census Tract 84.15, Honolulu County, Hawaii",0.231104,4374,695,1091,168,1083,168,551,363,46,41,188,103,111,56,323,299,257,83,1405,290,414,166,111,73,38,58,3864,748,0,16,10,16,154,74,0,12,0,12,12.600000,8.100000,2.100000,2.000000,17.400000,9.100000,4.200000,2.300000,7.600000,6.500000,5.900000,2.100000,32.100000,4.200000,9.800000,3.200000,10.200000,6.600000,0.900000,1.400000,88.300000,9.800000,0.000000,1.500000,0.900000,1.500000,14.200000,6.500000,0.000000,3.000000,0.000000,0.300000,0.487100,0.265400,0.240000,0.362400,0.897900,2.252800,0.406200,0.080000,0.927100,0.399000,0.905900,0.202400,2.514400,0.517800,0.665900,0.665900,0.665900,0.000000,0.900200,0.814100,0.000000,0.000000,1.714300,0.365800,7.147400,0.437100,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,3,1013,240,978,235,126,810,433,1503,416,0,12,55,42,1261,426,0,12,5.500000,0.900000,5.400000,3.000000,18.500000,8.400000,34.400000,8.900000,0.000000,0.700000,1.300000,1.000000,28.800000,8.200000,0.000000,0.700000,0.030671,0.030671,0,696685.027344,3541.974993
49,15,Hawaii,HI,15003,Honolulu,15003008416,"Census Tract 84.16, Honolulu County, Hawaii",0.099907,3446,1592,770,164,770,164,309,365,60,75,210,140,14,23,440,602,263,107,1115,730,353,193,53,76,87,98,3183,1381,21,35,0,12,262,193,14,23,0,12,9.000000,9.700000,3.500000,5.100000,27.300000,17.200000,0.700000,1.200000,12.900000,13.300000,7.600000,4.800000,32.400000,15.000000,10.400000,3.500000,6.900000,9.800000,2.700000,2.700000,92.400000,58.600000,2.700000,4.500000,0.000000,4.100000,34.000000,24.000000,1.800000,3.100000,0.000000,0.300000,0.348200,0.462100,0.534100,0.061200,0.981000,2.386600,0.451300,0.105900,0.931800,0.448900,0.795300,0.510600,2.792500,0.669800,0.807100,0.807100,0.807100,0.414100,0.000000,0.978800,0.261300,0.000000,1.654200,0.334900,7.640400,0.517800,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,513,0,2251,51,85,409,328,1732,1197,0,12,320,412,671,437,0,12,0.000000,65.300000,1.500000,2.800000,11.900000,10.900000,50.300000,15.900000,0.000000,0.900000,9.300000,12.700000,19.500000,6.000000,0.000000,0.900000,0.024187,0.024187,0,297922.097656,2797.394845
50,15,Hawaii,HI,15003,Honolulu,15003008417,"Census Tract 84.17, Honolulu County, Hawaii",0.155459,4294,462,1465,141,1450,142,307,220,36,40,304,146,68,61,45,52,463,168,1000,284,222,130,80,78,95,90,3718,622,67,50,0,12,208,111,0,12,0,12,7.300000,5.200000,1.500000,1.700000,21.000000,9.900000,2.200000,2.000000,1.100000,1.200000,10.800000,3.900000,23.300000,6.100000,5.400000,3.000000,5.500000,5.400000,2.500000,2.400000,86.600000,11.100000,4.600000,3.400000,0.000000,2.200000,14.300000,7.500000,0.000000,2.200000,0.000000,0.300000,0.265900,0.201400,0.343500,0.155300,0.180500,1.146600,0.092600,0.150600,0.708200,0.066500,0.698800,0.487100,2.111200,0.268400,0.595300,0.595300,0.595300,0.480000,0.000000,0.821200,0.000000,0.000000,1.301200,0.220900,5.154300,0.147300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,325,688,75,70,753,281,1487,368,0,12,223,244,1180,330,0,12,7.600000,0.800000,1.700000,1.600000,17.500000,6.100000,34.600000,8.200000,0.000000,0.800000,5.200000,5.700000,27.500000,6.900000,0.000000,0.800000,0.031068,0.031068,0,470952.687500,3599.480088
51,15,Hawaii,HI,15003,Honolulu,15003008418,"Census Tract 84.18, Honolulu County, Hawaii",0.415290,5015,798,1402,117,1184,138,836,400,116,77,308,110,223,113,131,95,715,189,974,308,595,210,33,45,81,79,4526,865,61,63,0,17,152,88,19,21,34,58,16.700000,7.500000,4.400000,3.000000,26.000000,8.800000,6.100000,2.900000,2.700000,1.800000,14.300000,3.500000,19.400000,5.300000,12.100000,4.100000,2.800000,3.800000,1.700000,1.600000,90.200000,9.600000,4.400000,4.500000,0.000000,2.300000,12.800000,7.300000,1.600000,1.700000,0.700000,1.200000,0.665900,0.582900,0.491800,0.538800,0.429900,2.709300,0.570100,0.261200,0.482400,0.589100,0.397600,0.374100,2.104400,0.263700,0.731800,0.731800,0.731800,0.477600,0.000000,0.755300,0.247000,0.616500,2.096400,0.510700,7.641900,0.520200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,244,1157,0,17,1080,491,1952,540,0,17,535,232,959,402,0,17,4.900000,0.800000,0.000000,0.600000,21.500000,8.600000,38.900000,9.400000,0.000000,0.600000,10.700000,4.400000,19.100000,7.100000,0.000000,0.600000,0.073449,0.050070,0,478817.597656,5658.675624
52,15,Hawaii,HI,15003,Honolulu,15003008623,"Census Tract 86.23, Honolulu County, Hawaii",1.994180,5050,781,1241,119,1225,122,144,76,128,110,129,76,95,80,125,108,421,169,1576,436,469,169,0,24,17,71,4458,1000,0,24,0,17,119,88,50,55,0,17,2.900000,1.400000,4.900000,4.000000,10.500000,6.100000,3.000000,2.500000,2.500000,2.200000,8.300000,3.400000,31.200000,7.200000,9.400000,3.700000,0.000000,2.000000,0.400000,1.500000,88.300000,14.300000,0.000000,1.900000,0.000000,2.600000,9.700000,7.100000,4.100000,4.600000,0.000000,0.300000,0.068200,0.632700,0.096500,0.237600,0.403800,1.438800,0.161500,0.117600,0.917600,0.342000,0.000000,0.103500,1.480700,0.064100,0.665900,0.665900,0.665900,0.000000,0.000000,0.642400,0.496400,0.000000,1.138800,0.171000,4.724200,0.095000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4221,312,1115,19,30,692,381,1093,368,0,17,646,341,2008,776,0,17,6.200000,1.000000,0.400000,0.600000,13.700000,7.300000,21.600000,7.300000,0.000000,0.600000,12.800000,7.000000,39.800000,12.500000,0.000000,0.600000,0.102745,0.031945,0,488786.203125,3782.019776
53,15,Hawaii,HI,15003,Honolulu,15003008624,"Census Tract 86.24, Honolulu County, Hawaii",0.358949,3303,969,790,123,790,123,83,49,9,14,204,104,139,128,39,46,484,193,876,477,308,173,29,45,90,130,2956,898,0,16,0,12,161,128,0,12,15,13,2.500000,1.300000,0.500000,0.900000,25.800000,12.500000,6.300000,5.200000,1.200000,1.500000,14.700000,6.500000,26.500000,12.200000,9.500000,5.200000,3.700000,5.700000,2.900000,4.000000,89.500000,7.100000,0.000000,2.000000,0.000000,4.000000,20.400000,15.900000,0.000000,4.000000,0.500000,0.400000,0.056500,0.071100,0.484700,0.574100,0.199500,1.385900,0.152000,0.268200,0.811800,0.356300,0.501200,0.534100,2.471600,0.486900,0.712900,0.712900,0.712900,0.000000,0.000000,0.912900,0.000000,0.574100,1.487000,0.285000,6.057400,0.273200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1125,70,1376,12,20,658,645,1678,554,0,12,114,127,494,261,0,12,2.100000,0.700000,0.400000,0.600000,19.900000,15.300000,50.800000,17.200000,0.000000,1.000000,3.500000,3.500000,15.000000,7.100000,0.000000,1.000000,0.041400,0.041366,0,1082320.347656,4841.990784
54,15,Hawaii,HI,15003,Honolulu,15003008625,"Census Tract 86.25, Honolulu County, Hawaii",0.278975,3334,725,930,122,873,99,491,267,36,42,328,125,539,246,200,130,953,242,648,280,562,189,22,37,236,146,3285,799,200,109,0,12,138,69,131,76,10,13,14.700000,7.300000,2.300000,2.700000,37.600000,13.700000,23.900000,9.100000,6.100000,3.700000,28.600000,8.300000,19.400000,7.300000,17.100000,5.200000,2.500000,4.200000,7.200000,4.200000,98.500000,10.700000,21.500000,11.400000,0.000000,3.400000,15.800000,7.700000,15.000000,8.600000,0.300000,0.400000,0.595300,0.291500,0.800000,0.967100,0.829000,3.482900,0.821900,0.877600,0.482400,0.886000,0.355300,0.802400,3.403700,0.933500,0.969400,0.969400,0.969400,0.663500,0.000000,0.856500,0.826600,0.501200,2.847800,0.793300,10.703800,0.919200,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,937,481,1067,49,77,165,119,2557,749,0,12,80,76,434,229,0,12,14.500000,3.200000,1.500000,2.400000,4.900000,3.800000,76.700000,9.400000,0.000000,1.000000,2.400000,2.300000,13.000000,7.000000,0.000000,1.000000,0.038341,0.038341,0,825466.328125,4410.861975
55,15,Hawaii,HI,15003,Honolulu,15003008626,"Census Tract 86.26, Honolulu County, Hawaii",0.921775,3283,972,988,220,988,220,889,752,0,12,474,256,216,119,108,110,524,208,1288,689,432,168,245,215,250,172,3233,1106,212,106,25,27,132,101,101,67,5,6,27.100000,21.500000,0.000000,2.500000,48.000000,23.600000,12.400000,6.500000,3.300000,3.200000,16.000000,8.100000,39.200000,17.500000,13.200000,5.000000,24.800000,21.000000,9.300000,6.000000,98.500000,16.900000,21.500000,9.600000,2.500000,2.800000,13.400000,9.800000,10.200000,7.000000,0.200000,0.200000,0.882400,0.000000,0.920000,0.854100,0.534400,3.190900,0.743500,0.336500,0.971800,0.693600,0.997600,0.868200,3.867700,0.992900,0.969400,0.969400,0.969400,0.663500,0.973900,0.783500,0.745800,0.456500,3.623200,0.966700,11.651200,0.973900,0,0,1,0,0,1,0,1,0,1,0,2,1,1,0,1,0,0,0,1,5,2340,679,1179,0,12,130,116,1894,957,17,27,138,103,1054,533,0,12,20.700000,6.100000,0.000000,1.000000,4.000000,3.700000,57.700000,17.300000,0.500000,0.900000,4.200000,3.800000,32.100000,15.500000,0.000000,1.000000,0.078400,0.064426,13,1821477.644531,7385.139140
56,15,Hawaii,HI,15003,Honolulu,15003008627,"Census Tract 86.27, Honolulu County, Hawaii",28.384262,6197,959,1741,201,1662,208,1256,566,120,93,405,159,264,132,106,101,452,191,2107,466,416,191,126,114,123,123,4765,1071,163,119,0,17,207,131,40,66,41,45,20.400000,8.600000,4.800000,3.900000,24.400000,9.100000,7.400000,3.700000,1.800000,1.700000,7.300000,3.200000,34.000000,5.400000,7.200000,3.000000,7.600000,6.800000,2.200000,2.200000,76.900000,12.500000,9.400000,6.700000,0.000000,1.800000,12.500000,7.700000,2.400000,3.900000,0.700000,0.700000,0.776500,0.623200,0.437600,0.644700,0.273200,2.755200,0.586700,0.096500,0.943500,0.156800,0.828200,0.442400,2.467400,0.479800,0.376500,0.376500,0.376500,0.541200,0.000000,0.752900,0.330200,0.616500,2.240800,0.574800,7.839900,0.546300,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2702,400,1344,657,481,766,433,1697,493,1,6,113,100,1531,690,0,17,6.500000,1.000000,10.600000,7.300000,12.400000,6.800000,27.400000,6.700000,0.000000,0.100000,1.800000,1.600000,24.700000,9.600000,0.000000,0.500000,0.442581,0.135100,14,13251101.300781,15851.697221
57,15,Hawaii,HI,15003,Honolulu,15003008702,"Census Tract 87.02, Honolulu County, Hawaii",0.414896,4921,678,1586,111,1512,129,1126,323,209,139,607,132,683,185,311,135,1098,237,923,237,678,166,41,39,552,204,4717,802,759,125,0,12,232,82,288,105,113,70,23.200000,5.800000,9.300000,5.100000,40.100000,8.000000,19.300000,4.700000,6.400000,2.500000,22.300000,4.500000,18.800000,4.100000,14.000000,3.500000,2.700000,2.600000,12.000000,4.200000,95.900000,9.500000,47.900000,7.100000,0.000000,2.000000,15.300000,5.300000,19.000000,6.900000,2.300000,1.400000,0.823500,0.874400,0.837600,0.950600,0.850400,4.336500,0.976200,0.670600,0.442400,0.745800,0.381200,0.922400,3.162400,0.850400,0.901200,0.901200,0.901200,0.807100,0.000000,0.847100,0.855100,0.802400,3.311700,0.924000,11.711800,0.976200,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,3859,962,959,42,47,356,178,3599,704,0,12,291,201,429,272,0,12,20.000000,2.800000,0.900000,0.900000,7.200000,3.700000,73.100000,8.800000,0.000000,0.700000,5.900000,4.200000,8.700000,5.400000,0.000000,0.700000,0.053168,0.053168,4,1266752.078125,6149.752473
58,15,Hawaii,HI,15003,Honolulu,15003008704,"Census Tract 87.04, Honolulu County, Hawaii",0.756263,2207,424,598,97,598,97,275,187,14,23,121,91,133,68,76,74,525,155,280,182,327,135,21,37,89,77,2054,470,96,90,0,12,81,42,13,21,39,40,12.500000,8.200000,1.300000,2.000000,20.200000,14.900000,8.200000,3.500000,3.700000,3.400000,23.800000,6.400000,12.700000,7.900000,16.000000,6.500000,3.500000,6.200000,4.200000,3.600000,93.100000,11.600000,16.100000,14.800000,0.000000,5.300000,13.500000,6.700000,2.200000,3.500000,1.800000,1.800000,0.480000,0.154000,0.322400,0.689400,0.601000,2.246800,0.403800,0.743500,0.134100,0.850400,0.482400,0.644700,2.855100,0.707800,0.832900,0.832900,0.832900,0.611800,0.000000,0.790600,0.313500,0.767100,2.483000,0.653200,8.417800,0.643700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6880,276,589,34,38,363,225,1077,351,0,12,91,57,489,207,0,12,12.700000,2.500000,1.500000,1.800000,16.400000,9.700000,48.800000,10.800000,0.000000,1.500000,4.100000,2.600000,22.200000,9.000000,0.000000,1.500000,0.076267,0.076284,26,2257168.925781,8706.665647
59,15,Hawaii,HI,15003,Honolulu,15003008705,"Census Tract 87.05, Honolulu County, Hawaii",0.246426,3533,562,894,98,838,116,1710,480,146,98,430,129,218,123,430,201,182,91,1259,356,289,136,97,65,259,172,3428,808,273,109,0,12,489,142,90,75,60,28,48.800000,11.300000,9.300000,5.700000,51.300000,13.700000,11.900000,6.400000,12.400000,5.100000,5.200000,2.800000,35.600000,8.300000,8.300000,4.100000,11.600000,7.600000,8.400000,5.400000,97.000000,16.900000,30.500000,11.700000,0.000000,3.600000,58.400000,14.900000,10.700000,8.700000,1.700000,0.700000,0.981200,0.874400,0.948200,0.840000,0.976200,4.620000,0.995200,0.072900,0.950600,0.228000,0.929400,0.837600,3.018500,0.779100,0.936500,0.936500,0.936500,0.731800,0.000000,0.997600,0.755300,0.757600,3.242300,0.909700,11.817300,0.978600,1,0,1,0,1,3,0,1,0,1,0,2,1,1,0,0,1,0,0,1,7,3585,818,867,2,3,300,242,787,300,0,12,1830,663,509,254,0,12,23.600000,3.800000,0.100000,0.100000,8.500000,6.900000,22.300000,8.600000,0.000000,0.900000,51.800000,13.800000,14.400000,7.400000,0.000000,0.900000,0.047341,0.048172,1,658559.824219,5599.227065
60,15,Hawaii,HI,15003,Honolulu,15003008706,"Census Tract 87.06, Honolulu County, Hawaii",0.504706,3853,655,1022,151,1002,152,524,351,17,20,270,148,220,113,60,58,509,135,793,276,490,198,66,61,146,88,3686,779,130,67,0,12,108,77,22,34,12,11,13.600000,8.800000,0.800000,0.900000,26.900000,14.200000,8.400000,4.300000,1.600000,1.600000,13.200000,3.200000,20.600000,6.200000,12.900000,4.200000,6.600000,6.000000,3.900000,2.300000,95.700000,12.000000,12.700000,6.300000,0.000000,3.100000,10.800000,7.500000,2.200000,3.400000,0.300000,0.300000,0.529400,0.094800,0.517600,0.696500,0.244700,2.083000,0.339700,0.214100,0.581200,0.662700,0.785900,0.625900,2.869800,0.715000,0.898800,0.898800,0.898800,0.574100,0.000000,0.698800,0.313500,0.501200,2.087600,0.503600,7.939200,0.553400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046,306,927,37,36,432,253,1811,557,0,12,907,400,499,268,0,12,8.000000,1.400000,1.000000,1.000000,11.200000,6.200000,47.000000,10.400000,0.000000,0.800000,23.500000,10.300000,13.000000,6.500000,0.000000,0.800000,0.083344,0.081373,1,1470884.156250,9419.837777
